,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
268,Residence Inn by Marriott Boston Westborough,property_93981,188,149,"Quiet family-friendly hotel offering a convenience store, an outdoor pool and a breakfast buffet.",4.0,0.0,0.0,0.0,#4 of 8 hotels in Westborough,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""M1haX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fTmRa"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,1.0,36.0
269,Renaissance Boston Patriot Place Hotel,property_1389880,991,498,"Tranquil family-friendly hotel offering contemporary rooms, a breakfast buffet and a pool.",4.0,85.0,23.0,9.0,#3 of 7 hotels in Foxborough,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""SHJLX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fdlFZ"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.0,16.0,100.0
270,Residence Inn Boston Harbor On Tudor Wharf,property_268207,410,1258,"Panoramic family-friendly hotel in Charlestown featuring harbor-view rooms, free breakfast and a convenience store.",4.5,95.0,20.0,14.0,#28 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""c3hWX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fY3hZ"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.0,26.0,100.0
271,Sheraton Boston Hotel,property_89602,370,3296,"Service-centric business-friendly hotel in Back Bay featuring river-view rooms, bike rentals and a bar.",4.0,100.0,158.0,45.0,#76 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""b1pBX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fZHBI"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.0,4.0,78.0,100.0
272,Harbor Light Inn,property_77800,209,555,"Pleasant mid-priced hotel offering grand rooms, board games and a bar.",4.5,75.0,10.0,10.0,,"All our employees have their temperature taken before they start their shift. They wear gloves and masks and continually wash their hands. Employees do not work together, but in separated areas of the inn. Social distancing is monitored constantly. We have installed a glass type barrier at the front desk, all doors are kept locked and access is with intercom or guests key.
We have installed hand sanitizer at every exit door. Hand soap dispensers are also installed in all employee areas. Common area surfaces are wiped with sanitizer throughout the day.  All exterior seating is cleaned after each use. No housekeepers enter any guest’s room until after they have checked out. Daily service is by guest request only.
All rooms are sanitized by Ultra Violet lamps after check-out and whenever possible, we  isolate guest rooms for a 24 hour period (after departure). 
We have separated all outside seating by more than 6 feet. All inside dining has also been reconfigured to minimize guest con",5.0,5.0,4.5,4.5,5.0,100.0
273,Sesuit Harbor House,property_271645,189,319,"Quaint mid-range hotel featuring a pool, beach access and bbq facilities.",5.0,43.0,87.0,63.0,,"Social distancing made easy. Commitment to Cleanliness
ADDITIONAL OPTIONS
WE'LL BE TEXTING YOU BEFORE YOUR STAY WITH ALL THE INFO YOU'LL NEED
IN-ROOM CHECK-IN - We will leave the key and check-in package in the guest room for our arriving guests. You will drive straight to your room and bypass the Front Office. We will of course be available if you need anything.

HOUSEKEEPING SERVICE -  Housekeeping service during your stay will only be on request. We will of course be available to replenish towels and amenities. 

CONTINENTAL BREAKFAST - Prepare for picnic delights with our Graze &amp; Go Continental! Customize your picnic basket each morning and enjoy your distance in style.  We have Increased the frequency of cleaning and disinfecting, including disinfection of outdoor furniture.
﻿GUESTROOMS AND PUBLIC AREAS . We have thoughtfully enhanced protocols for cleaning and disinfecting, paying particular attention to high touch areas. for more info visit  <a data-encoded-url=""YUhmX2h0dHA6Ly9zZXN1aXRoYXJib3Job3VzZS5jb20vY292aWQtMTktdXBkYXRlX3c4OQ=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""http://sesuitharborhouse.com/covid-19-update"">sesuitharborhouse.com/covid-19-update</a>",4.5,5.0,5.0,4.5,5.0,53.0
274,Courtyard Boston Marlborough,property_89770,359,202,"Tranquil business-friendly hotel featuring a pool, bike rentals and a breakfast buffet.",4.0,0.0,0.0,0.0,#8 of 12 hotels in Marlborough,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""QTFNX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fT3JP"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.0,4.0,1.0,35.0
275,Residence Inn West Springfield,property_224071,237,253,"Mid-range hotel featuring contemporary rooms, a breakfast buffet and a heated pool.",3.5,36.0,26.0,0.0,#6 of 18 hotels in West Springfield,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""WE45X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fd2x5"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,4.0,0.0,44.0
276,Courtyard Boston Waltham,property_254772,180,415,"Tranquil business-friendly hotel offering a restaurant, a pool and wifi.",4.5,49.0,17.0,1.0,#3 of 14 Hotels in Waltham,"At Courtyard by Marriott Boston Waltham in Waltham, Massachusetts, you’re located strategically along Route 95/128 (America’s Technology Highway), and only 20 minutes to downtown Boston. You’re merely 10 minutes away from historic Lexington and Concord. Comfortable, chic, and altogether welcoming. Whether you’re here on business, visiting nearby schools, or are a weekend traveler using our perfectly located Waltham hotel as the easiest and most comfortable base from which to explore Greater Boston, we welcome you! Whatever your purpose in visiting, we’re out to make the Courtyard by Marriott hotel in Waltham your favorite place to stay in the Boston area. Need Starbucks to start your day? Go no further than our lobby. Also find delicious breakfast and dinner selections at our Bistro. Did you know we have an open-air fire pit? Not to mention our courtyard outdoor oasis, where you can enjoy a breath of fresh air with your morning coffee, or catch the last rays of the day’s sun. In addition to a restaurant, Courtyard by Marriott Boston Waltham features an indoor pool and fitness center. Televisions come with cable/satellite channels. Guest rooms also feature complimentary wireless Internet access, complimentary high-speed (wired) Internet access, and air conditioning.",4.0,4.5,4.5,4.5,4.0,63.0
277,Envision Hotel Boston-Everett,property_12367448,287,208,"Sleek contemporary rooms in a pleasant mid-priced hotel with breakfast, a fitness center and free wifi.",4.5,50.0,72.0,1.0,#1 of 2 hotels in Everett,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,5.0,4.5,4.5,9.0,34.0
